	geonameid	name	continentcode	bbox_north	bbox_south	bbox_east	bbox_west
0	6255146	Africa	AF	37.5598406350001	-37.432210185	63.49390709700003	-25.36118769
1	6255147	Asia	AS	81.8519287109375	-11.00214	-168.98974609375	25.6685104370001
2	6255148	Europe	EU	80.76416015625	27.6377894797159	41.73303985595703	-24.532675386662543
3	6255149	North America	NA	83.1355025240001	5.49857041364627	-21.475471496712146	172.444761
4	6255151	Oceania	OC	28.402182	-47.289992513656124	179.44752455997005	-179.9999999999999
5	6255150	South America	SA	13.394789727	-56.5377657939999	-28.8360947061847	-109.454879262
6	6255152	Antarctica	AN	-37.82024504999994	-49.72161223799989	77.58521569100006	68.61011803500011
